frame	subF	slot	rnti	firstSym	numSym	type	tddMode	retxNum	ccId
186	4	0	0	13	1	2	2	0	0
186	4	1	0	13	1	2	2	0	0
186	4	2	0	13	1	2	2	0	0
186	4	3	0	13	1	2	2	0	0
186	5	0	0	13	1	2	2	0	0
186	5	1	0	13	1	2	2	0	0
186	5	2	0	13	1	2	2	0	0
186	5	3	0	13	1	2	2	0	0
186	6	0	0	13	1	2	2	0	0
186	6	1	0	13	1	2	2	0	0
186	6	2	0	13	1	2	2	0	0
186	6	3	0	13	1	2	2	0	0
186	7	0	0	13	1	2	2	0	0
186	7	1	0	13	1	2	2	0	0
186	7	2	0	13	1	2	2	0	0
186	7	3	0	13	1	2	2	0	0
186	8	0	0	13	1	2	2	0	0
186	8	1	0	13	1	2	2	0	0
186	8	2	0	13	1	2	2	0	0
186	8	3	0	13	1	2	2	0	0
186	9	0	0	13	1	2	2	0	0
186	9	1	0	13	1	2	2	0	0
186	9	2	0	13	1	2	2	0	0
186	9	3	0	13	1	2	2	0	0
187	0	0	0	13	1	2	2	0	0
187	0	1	0	13	1	2	2	0	0
187	0	2	0	13	1	2	2	0	0
187	0	3	0	13	1	2	2	0	0
187	1	0	0	13	1	2	2	0	0
187	1	1	0	13	1	2	2	0	0
187	1	2	0	13	1	2	2	0	0
187	1	3	0	13	1	2	2	0	0
187	2	0	0	13	1	2	2	0	0
187	2	1	0	13	1	2	2	0	0
187	2	2	0	13	1	2	2	0	0
187	2	3	0	13	1	2	2	0	0
187	3	0	0	13	1	2	2	0	0
187	3	1	0	13	1	2	2	0	0
187	3	2	0	13	1	2	2	0	0
187	3	3	0	13	1	2	2	0	0
187	4	0	0	13	1	2	2	0	0
187	4	1	0	13	1	2	2	0	0
187	4	2	0	13	1	2	2	0	0
187	4	3	0	13	1	2	2	0	0
187	5	0	0	13	1	2	2	0	0
187	5	1	0	13	1	2	2	0	0
187	5	2	0	13	1	2	2	0	0
187	5	3	0	13	1	2	2	0	0
187	6	0	0	13	1	2	2	0	0
187	6	1	0	13	1	2	2	0	0
187	6	2	0	13	1	2	2	0	0
187	6	3	0	13	1	2	2	0	0
187	7	0	0	13	1	2	2	0	0
187	7	1	0	13	1	2	2	0	0
187	7	2	0	13	1	2	2	0	0
187	7	3	0	13	1	2	2	0	0
187	8	0	0	13	1	2	2	0	0
187	8	1	0	13	1	2	2	0	0
187	8	2	0	13	1	2	2	0	0
187	8	3	0	13	1	2	2	0	0
187	9	0	0	13	1	2	2	0	0
187	9	1	0	13	1	2	2	0	0
187	9	2	0	13	1	2	2	0	0
187	9	3	0	13	1	2	2	0	0
188	0	0	0	13	1	2	2	0	0
188	0	1	0	13	1	2	2	0	0
188	0	2	0	13	1	2	2	0	0
188	0	3	0	13	1	2	2	0	0
188	1	0	0	13	1	2	2	0	0
188	1	1	0	13	1	2	2	0	0
188	1	2	0	13	1	2	2	0	0
188	1	3	0	13	1	2	2	0	0
188	2	0	0	13	1	2	2	0	0
188	2	1	0	13	1	2	2	0	0
188	2	2	0	13	1	2	2	0	0
188	2	3	0	13	1	2	2	0	0
188	3	0	0	13	1	2	2	0	0
188	3	1	0	13	1	2	2	0	0
188	3	2	0	13	1	2	2	0	0
188	3	3	0	13	1	2	2	0	0
188	4	0	0	13	1	2	2	0	0
188	4	1	0	13	1	2	2	0	0
188	4	2	0	13	1	2	2	0	0
188	4	3	0	13	1	2	2	0	0
188	5	0	0	13	1	2	2	0	0
188	5	1	0	13	1	2	2	0	0
188	5	2	0	13	1	2	2	0	0
188	5	3	0	13	1	2	2	0	0
188	6	0	0	13	1	2	2	0	0
188	6	1	0	13	1	2	2	0	0
188	6	2	0	13	1	2	2	0	0
188	6	3	0	13	1	2	2	0	0
188	7	0	0	13	1	2	2	0	0
188	7	1	0	13	1	2	2	0	0
188	7	2	0	13	1	2	2	0	0
188	7	3	0	13	1	2	2	0	0
188	8	0	0	13	1	2	2	0	0
188	8	1	0	13	1	2	2	0	0
188	8	2	0	13	1	2	2	0	0
188	8	3	0	13	1	2	2	0	0
188	9	0	0	13	1	2	2	0	0
188	9	1	0	13	1	2	2	0	0
188	9	2	0	13	1	2	2	0	0
188	9	3	0	13	1	2	2	0	0
189	0	0	0	13	1	2	2	0	0
189	0	1	0	13	1	2	2	0	0
189	0	2	0	13	1	2	2	0	0
189	0	3	0	13	1	2	2	0	0
189	1	0	0	13	1	2	2	0	0
189	1	1	0	13	1	2	2	0	0
189	1	2	0	13	1	2	2	0	0
189	1	3	0	13	1	2	2	0	0
189	2	0	0	13	1	2	2	0	0
189	2	1	0	13	1	2	2	0	0
189	2	2	0	13	1	2	2	0	0
189	2	3	0	13	1	2	2	0	0
189	3	0	0	13	1	2	2	0	0
189	3	1	0	13	1	2	2	0	0
189	3	2	0	13	1	2	2	0	0
189	3	3	0	13	1	2	2	0	0
189	4	0	0	13	1	2	2	0	0
189	4	1	0	13	1	2	2	0	0
189	4	2	0	13	1	2	2	0	0
189	4	3	0	13	1	2	2	0	0
189	5	0	0	13	1	2	2	0	0
189	5	1	0	13	1	2	2	0	0
189	5	2	0	13	1	2	2	0	0
189	5	3	0	13	1	2	2	0	0
189	6	0	0	13	1	2	2	0	0
189	6	1	0	13	1	2	2	0	0
189	6	2	0	13	1	2	2	0	0
189	6	3	0	13	1	2	2	0	0
189	7	0	0	13	1	2	2	0	0
189	7	1	0	13	1	2	2	0	0
189	7	2	0	13	1	2	2	0	0
189	7	3	0	13	1	2	2	0	0
189	8	0	0	13	1	2	2	0	0
189	8	1	0	13	1	2	2	0	0
189	8	2	0	13	1	2	2	0	0
189	8	3	0	13	1	2	2	0	0
189	9	0	0	13	1	2	2	0	0
189	9	1	0	13	1	2	2	0	0
189	9	2	0	13	1	2	2	0	0
189	9	3	0	13	1	2	2	0	0
190	0	0	0	13	1	2	2	0	0
190	0	1	0	13	1	2	2	0	0
190	0	2	0	13	1	2	2	0	0
190	0	3	1	1	12	0	2	0	0
190	0	3	0	13	1	2	2	0	0
190	1	0	1	1	12	0	2	0	0
190	1	0	0	13	1	2	2	0	0
190	1	1	1	1	12	0	2	0	0
190	1	1	0	13	1	2	2	0	0
190	1	2	1	1	12	0	2	0	0
190	1	2	0	13	1	2	2	0	0
190	1	3	1	2	11	0	2	0	0
190	1	3	0	13	1	2	2	0	0
190	2	0	1	1	12	0	2	0	0
190	2	0	0	13	1	2	2	0	0
190	2	1	1	1	12	0	2	0	0
190	2	1	0	13	1	2	2	0	0
190	2	2	1	1	12	0	2	0	0
190	2	2	0	13	1	2	2	0	0
190	2	3	1	1	12	0	2	0	0
190	2	3	0	13	1	2	2	0	0
190	3	0	1	1	12	0	2	0	0
190	3	0	0	13	1	2	2	0	0
190	3	1	1	1	12	0	2	0	0
190	3	1	0	13	1	2	2	0	0
190	3	2	1	1	12	0	2	0	0
190	3	2	0	13	1	2	2	0	0
190	3	3	1	1	12	0	2	0	0
190	3	3	0	13	1	2	2	0	0
190	4	0	1	1	12	0	2	0	0
190	4	0	0	13	1	2	2	0	0
190	4	1	1	1	12	0	2	0	0
190	4	1	0	13	1	2	2	0	0
190	4	2	1	1	12	0	2	0	0
190	4	2	0	13	1	2	2	0	0
190	4	3	1	1	12	0	2	0	0
190	4	3	0	13	1	2	2	0	0
190	5	0	1	1	12	0	2	0	0
190	5	0	0	13	1	2	2	0	0
190	5	1	1	1	12	0	2	0	0
190	5	1	0	13	1	2	2	0	0
190	5	2	1	1	12	0	2	0	0
190	5	2	0	13	1	2	2	0	0
190	5	3	1	1	12	0	2	0	0
190	5	3	0	13	1	2	2	0	0
190	6	0	1	1	12	0	2	0	0
190	6	0	0	13	1	2	2	0	0
190	6	1	1	1	12	0	2	0	0
190	6	1	0	13	1	2	2	0	0
190	6	2	1	1	12	0	2	0	0
190	6	2	0	13	1	2	2	0	0
190	6	3	1	1	12	0	2	0	0
190	6	3	0	13	1	2	2	0	0
190	7	0	1	1	12	0	2	0	0
190	7	0	0	13	1	2	2	0	0
190	7	1	1	1	4	0	2	0	0
190	7	1	0	13	1	2	2	0	0
190	7	2	0	13	1	2	2	0	0
190	7	3	0	13	1	2	2	0	0
190	8	0	0	13	1	2	2	0	0
190	8	1	0	13	1	2	2	0	0
190	8	2	0	13	1	2	2	0	0
190	8	3	0	13	1	2	2	0	0
190	9	0	0	13	1	2	2	0	0
190	9	1	0	13	1	2	2	0	0
190	9	2	0	13	1	2	2	0	0
190	9	3	0	13	1	2	2	0	0
191	0	0	0	13	1	2	2	0	0
191	0	1	0	13	1	2	2	0	0
191	0	2	0	13	1	2	2	0	0
191	0	3	0	13	1	2	2	0	0
191	1	0	0	13	1	2	2	0	0
191	1	1	0	13	1	2	2	0	0
191	1	2	0	13	1	2	2	0	0
191	1	3	0	13	1	2	2	0	0
191	2	0	0	13	1	2	2	0	0
191	2	1	0	13	1	2	2	0	0
191	2	2	0	13	1	2	2	0	0
191	2	3	0	13	1	2	2	0	0
191	3	0	0	13	1	2	2	0	0
191	3	1	0	13	1	2	2	0	0
191	3	2	0	13	1	2	2	0	0
191	3	3	0	13	1	2	2	0	0
191	4	0	0	13	1	2	2	0	0
191	4	1	0	13	1	2	2	0	0
191	4	2	0	13	1	2	2	0	0
191	4	3	0	13	1	2	2	0	0
191	5	0	0	13	1	2	2	0	0
191	5	1	0	13	1	2	2	0	0
191	5	2	0	13	1	2	2	0	0
191	5	3	0	13	1	2	2	0	0
191	6	0	0	13	1	2	2	0	0
191	6	1	0	13	1	2	2	0	0
191	6	2	0	13	1	2	2	0	0
191	6	3	0	13	1	2	2	0	0
191	7	0	0	13	1	2	2	0	0
191	7	1	0	13	1	2	2	0	0
191	7	2	0	13	1	2	2	0	0
191	7	3	0	13	1	2	2	0	0
191	8	0	0	13	1	2	2	0	0
191	8	1	0	13	1	2	2	0	0
191	8	2	0	13	1	2	2	0	0
191	8	3	0	13	1	2	2	0	0
191	9	0	0	13	1	2	2	0	0
191	9	1	0	13	1	2	2	0	0
191	9	2	0	13	1	2	2	0	0
191	9	3	0	13	1	2	2	0	0
192	0	0	0	13	1	2	2	0	0
192	0	1	0	13	1	2	2	0	0
192	0	2	0	13	1	2	2	0	0
192	0	3	1	1	12	0	2	0	0
192	0	3	0	13	1	2	2	0	0
192	1	0	1	1	12	0	2	0	0
192	1	0	0	13	1	2	2	0	0
192	1	1	1	1	12	0	2	0	0
192	1	1	0	13	1	2	2	0	0
192	1	2	1	1	12	0	2	0	0
192	1	2	0	13	1	2	2	0	0
192	1	3	1	2	11	0	2	0	0
192	1	3	0	13	1	2	2	0	0
192	2	0	1	1	12	0	2	0	0
192	2	0	0	13	1	2	2	0	0
192	2	1	1	1	12	0	2	0	0
192	2	1	0	13	1	2	2	0	0
192	2	2	1	1	12	0	2	0	0
192	2	2	0	13	1	2	2	0	0
192	2	3	1	1	12	0	2	0	0
192	2	3	0	13	1	2	2	0	0
192	3	0	1	1	2	0	2	0	0
192	3	0	0	13	1	2	2	0	0
192	3	1	0	13	1	2	2	0	0
192	3	2	0	13	1	2	2	0	0
192	3	3	0	13	1	2	2	0	0
192	4	0	0	13	1	2	2	0	0
192	4	1	0	13	1	2	2	0	0
192	4	2	0	13	1	2	2	0	0
192	4	3	0	13	1	2	2	0	0
192	5	0	0	13	1	2	2	0	0
192	5	1	0	13	1	2	2	0	0
192	5	2	0	13	1	2	2	0	0
192	5	3	0	13	1	2	2	0	0
192	6	0	0	13	1	2	2	0	0
192	6	1	0	13	1	2	2	0	0
192	6	2	0	13	1	2	2	0	0
192	6	3	0	13	1	2	2	0	0
192	7	0	0	13	1	2	2	0	0
192	7	1	0	13	1	2	2	0	0
192	7	2	0	13	1	2	2	0	0
192	7	3	0	13	1	2	2	0	0
192	8	0	0	13	1	2	2	0	0
192	8	1	0	13	1	2	2	0	0
192	8	2	0	13	1	2	2	0	0
192	8	3	0	13	1	2	2	0	0
192	9	0	0	13	1	2	2	0	0
192	9	1	0	13	1	2	2	0	0
192	9	2	0	13	1	2	2	0	0
192	9	3	0	13	1	2	2	0	0
193	0	0	0	13	1	2	2	0	0
193	0	1	0	13	1	2	2	0	0
193	0	2	0	13	1	2	2	0	0
193	0	3	0	13	1	2	2	0	0
193	1	0	0	13	1	2	2	0	0
193	1	1	0	13	1	2	2	0	0
193	1	2	0	13	1	2	2	0	0
193	1	3	0	13	1	2	2	0	0
193	2	0	0	13	1	2	2	0	0
193	2	1	0	13	1	2	2	0	0
193	2	2	0	13	1	2	2	0	0
193	2	3	0	13	1	2	2	0	0
193	3	0	0	13	1	2	2	0	0
193	3	1	0	13	1	2	2	0	0
193	3	2	0	13	1	2	2	0	0
193	3	3	0	13	1	2	2	0	0
193	4	0	0	13	1	2	2	0	0
193	4	1	0	13	1	2	2	0	0
193	4	2	0	13	1	2	2	0	0
193	4	3	0	13	1	2	2	0	0
193	5	0	0	13	1	2	2	0	0
193	5	1	0	13	1	2	2	0	0
193	5	2	0	13	1	2	2	0	0
193	5	3	0	13	1	2	2	0	0
193	6	0	0	13	1	2	2	0	0
193	6	1	0	13	1	2	2	0	0
193	6	2	0	13	1	2	2	0	0
193	6	3	0	13	1	2	2	0	0
193	7	0	0	13	1	2	2	0	0
193	7	1	0	13	1	2	2	0	0
193	7	2	0	13	1	2	2	0	0
193	7	3	0	13	1	2	2	0	0
193	8	0	0	13	1	2	2	0	0
193	8	1	0	13	1	2	2	0	0
193	8	2	0	13	1	2	2	0	0
193	8	3	0	13	1	2	2	0	0
193	9	0	0	13	1	2	2	0	0
193	9	1	0	13	1	2	2	0	0
193	9	2	0	13	1	2	2	0	0
193	9	3	0	13	1	2	2	0	0
194	0	0	0	13	1	2	2	0	0
194	0	1	0	13	1	2	2	0	0
194	0	2	0	13	1	2	2	0	0
194	0	3	1	1	1	0	2	0	0
194	0	3	0	13	1	2	2	0	0
194	1	0	0	13	1	2	2	0	0
194	1	1	0	13	1	2	2	0	0
194	1	2	0	13	1	2	2	0	0
194	1	3	0	13	1	2	2	0	0
194	2	0	0	13	1	2	2	0	0
194	2	1	0	13	1	2	2	0	0
194	2	2	0	13	1	2	2	0	0
194	2	3	0	13	1	2	2	0	0
194	3	0	0	13	1	2	2	0	0
194	3	1	0	13	1	2	2	0	0
194	3	2	0	13	1	2	2	0	0
194	3	3	0	13	1	2	2	0	0
194	4	0	0	13	1	2	2	0	0
194	4	1	0	13	1	2	2	0	0
194	4	2	0	13	1	2	2	0	0
194	4	3	0	13	1	2	2	0	0
194	5	0	0	13	1	2	2	0	0
194	5	1	0	13	1	2	2	0	0
194	5	2	0	13	1	2	2	0	0
194	5	3	0	13	1	2	2	0	0
194	6	0	0	13	1	2	2	0	0
194	6	1	0	13	1	2	2	0	0
194	6	2	0	13	1	2	2	0	0
194	6	3	0	13	1	2	2	0	0
194	7	0	0	13	1	2	2	0	0
194	7	1	0	13	1	2	2	0	0
194	7	2	0	13	1	2	2	0	0
194	7	3	0	13	1	2	2	0	0
194	8	0	0	13	1	2	2	0	0
194	8	1	0	13	1	2	2	0	0
194	8	2	0	13	1	2	2	0	0
194	8	3	0	13	1	2	2	0	0
194	9	0	0	13	1	2	2	0	0
194	9	1	0	13	1	2	2	0	0
194	9	2	0	13	1	2	2	0	0
194	9	3	0	13	1	2	2	0	0
195	0	0	0	13	1	2	2	0	0
195	0	1	0	13	1	2	2	0	0
195	0	2	0	13	1	2	2	0	0
195	0	3	0	13	1	2	2	0	0
195	1	0	0	13	1	2	2	0	0
195	1	1	0	13	1	2	2	0	0
195	1	2	0	13	1	2	2	0	0
195	1	3	0	13	1	2	2	0	0
195	2	0	0	13	1	2	2	0	0
195	2	1	0	13	1	2	2	0	0
195	2	2	0	13	1	2	2	0	0
195	2	3	0	13	1	2	2	0	0
195	3	0	0	13	1	2	2	0	0
195	3	1	0	13	1	2	2	0	0
195	3	2	0	13	1	2	2	0	0
195	3	3	0	13	1	2	2	0	0
195	4	0	0	13	1	2	2	0	0
195	4	1	0	13	1	2	2	0	0
195	4	2	0	13	1	2	2	0	0
195	4	3	0	13	1	2	2	0	0
195	5	0	0	13	1	2	2	0	0
195	5	1	0	13	1	2	2	0	0
195	5	2	0	13	1	2	2	0	0
195	5	3	0	13	1	2	2	0	0
195	6	0	0	13	1	2	2	0	0
195	6	1	0	13	1	2	2	0	0
195	6	2	0	13	1	2	2	0	0
195	6	3	0	13	1	2	2	0	0
195	7	0	0	13	1	2	2	0	0
195	7	1	0	13	1	2	2	0	0
195	7	2	0	13	1	2	2	0	0
195	7	3	0	13	1	2	2	0	0
195	8	0	0	13	1	2	2	0	0
195	8	1	0	13	1	2	2	0	0
195	8	2	0	13	1	2	2	0	0
195	8	3	0	13	1	2	2	0	0
195	9	0	0	13	1	2	2	0	0
195	9	1	0	13	1	2	2	0	0
195	9	2	0	13	1	2	2	0	0
195	9	3	0	13	1	2	2	0	0
196	0	0	0	13	1	2	2	0	0
196	0	1	0	13	1	2	2	0	0
196	0	2	0	13	1	2	2	0	0
196	0	3	0	13	1	2	2	0	0
196	1	0	0	13	1	2	2	0	0
196	1	1	0	13	1	2	2	0	0
196	1	2	0	13	1	2	2	0	0
196	1	3	0	13	1	2	2	0	0
196	2	0	0	13	1	2	2	0	0
196	2	1	0	13	1	2	2	0	0
196	2	2	0	13	1	2	2	0	0
196	2	3	0	13	1	2	2	0	0
196	3	0	0	13	1	2	2	0	0
196	3	1	0	13	1	2	2	0	0
196	3	2	0	13	1	2	2	0	0
196	3	3	0	13	1	2	2	0	0
196	4	0	0	13	1	2	2	0	0
196	4	1	0	13	1	2	2	0	0
196	4	2	0	13	1	2	2	0	0
196	4	3	0	13	1	2	2	0	0
196	5	0	0	13	1	2	2	0	0
196	5	1	0	13	1	2	2	0	0
196	5	2	0	13	1	2	2	0	0
196	5	3	0	13	1	2	2	0	0
196	6	0	0	13	1	2	2	0	0
196	6	1	0	13	1	2	2	0	0
196	6	2	0	13	1	2	2	0	0
196	6	3	0	13	1	2	2	0	0
196	7	0	0	13	1	2	2	0	0
196	7	1	0	13	1	2	2	0	0
196	7	2	0	13	1	2	2	0	0
196	7	3	0	13	1	2	2	0	0
196	8	0	0	13	1	2	2	0	0
196	8	1	0	13	1	2	2	0	0
196	8	2	0	13	1	2	2	0	0
196	8	3	0	13	1	2	2	0	0
196	9	0	0	13	1	2	2	0	0
196	9	1	0	13	1	2	2	0	0
196	9	2	0	13	1	2	2	0	0
196	9	3	0	13	1	2	2	0	0
197	0	0	0	13	1	2	2	0	0
197	0	1	0	13	1	2	2	0	0
197	0	2	0	13	1	2	2	0	0
197	0	3	0	13	1	2	2	0	0
197	1	0	0	13	1	2	2	0	0
197	1	1	0	13	1	2	2	0	0
197	1	2	0	13	1	2	2	0	0
197	1	3	0	13	1	2	2	0	0
197	2	0	0	13	1	2	2	0	0
197	2	1	0	13	1	2	2	0	0
197	2	2	0	13	1	2	2	0	0
197	2	3	0	13	1	2	2	0	0
197	3	0	0	13	1	2	2	0	0
197	3	1	0	13	1	2	2	0	0
197	3	2	0	13	1	2	2	0	0
197	3	3	0	13	1	2	2	0	0
197	4	0	0	13	1	2	2	0	0
197	4	1	0	13	1	2	2	0	0
197	4	2	0	13	1	2	2	0	0
197	4	3	0	13	1	2	2	0	0
197	5	0	0	13	1	2	2	0	0
197	5	1	0	13	1	2	2	0	0
197	5	2	0	13	1	2	2	0	0
197	5	3	0	13	1	2	2	0	0
197	6	0	0	13	1	2	2	0	0
197	6	1	0	13	1	2	2	0	0
197	6	2	0	13	1	2	2	0	0
197	6	3	0	13	1	2	2	0	0
197	7	0	0	13	1	2	2	0	0
197	7	1	0	13	1	2	2	0	0
197	7	2	0	13	1	2	2	0	0
197	7	3	0	13	1	2	2	0	0
197	8	0	0	13	1	2	2	0	0
197	8	1	0	13	1	2	2	0	0
197	8	2	0	13	1	2	2	0	0
197	8	3	0	13	1	2	2	0	0
197	9	0	0	13	1	2	2	0	0
197	9	1	0	13	1	2	2	0	0
197	9	2	0	13	1	2	2	0	0
197	9	3	0	13	1	2	2	0	0
198	0	0	0	13	1	2	2	0	0
198	0	1	0	13	1	2	2	0	0
198	0	2	0	13	1	2	2	0	0
198	0	3	0	13	1	2	2	0	0
198	1	0	0	13	1	2	2	0	0
198	1	1	0	13	1	2	2	0	0
198	1	2	0	13	1	2	2	0	0
198	1	3	0	13	1	2	2	0	0
198	2	0	0	13	1	2	2	0	0
198	2	1	0	13	1	2	2	0	0
198	2	2	0	13	1	2	2	0	0
198	2	3	0	13	1	2	2	0	0
198	3	0	0	13	1	2	2	0	0
198	3	1	0	13	1	2	2	0	0
198	3	2	0	13	1	2	2	0	0
198	3	3	0	13	1	2	2	0	0
198	4	0	0	13	1	2	2	0	0
198	4	1	0	13	1	2	2	0	0
198	4	2	0	13	1	2	2	0	0
198	4	3	0	13	1	2	2	0	0
198	5	0	0	13	1	2	2	0	0
198	5	1	0	13	1	2	2	0	0
198	5	2	0	13	1	2	2	0	0
198	5	3	0	13	1	2	2	0	0
198	6	0	0	13	1	2	2	0	0
198	6	1	0	13	1	2	2	0	0
198	6	2	0	13	1	2	2	0	0
198	6	3	0	13	1	2	2	0	0
198	7	0	0	13	1	2	2	0	0
198	7	1	0	13	1	2	2	0	0
198	7	2	0	13	1	2	2	0	0
198	7	3	0	13	1	2	2	0	0
198	8	0	0	13	1	2	2	0	0
198	8	1	0	13	1	2	2	0	0
198	8	2	0	13	1	2	2	0	0
198	8	3	0	13	1	2	2	0	0
198	9	0	0	13	1	2	2	0	0
198	9	1	0	13	1	2	2	0	0
198	9	2	0	13	1	2	2	0	0
198	9	3	0	13	1	2	2	0	0
199	0	0	0	13	1	2	2	0	0
199	0	1	0	13	1	2	2	0	0
199	0	2	0	13	1	2	2	0	0
199	0	3	0	13	1	2	2	0	0
199	1	0	0	13	1	2	2	0	0
199	1	1	0	13	1	2	2	0	0
199	1	2	0	13	1	2	2	0	0
199	1	3	0	13	1	2	2	0	0
199	2	0	0	13	1	2	2	0	0
199	2	1	0	13	1	2	2	0	0
199	2	2	0	13	1	2	2	0	0
199	2	3	0	13	1	2	2	0	0
199	3	0	0	13	1	2	2	0	0
199	3	1	0	13	1	2	2	0	0
199	3	2	0	13	1	2	2	0	0
199	3	3	0	13	1	2	2	0	0
199	4	0	0	13	1	2	2	0	0
199	4	1	0	13	1	2	2	0	0
199	4	2	0	13	1	2	2	0	0
199	4	3	0	13	1	2	2	0	0
199	5	0	0	13	1	2	2	0	0
199	5	1	0	13	1	2	2	0	0
199	5	2	0	13	1	2	2	0	0
199	5	3	0	13	1	2	2	0	0
199	6	0	0	13	1	2	2	0	0
199	6	1	0	13	1	2	2	0	0
199	6	2	0	13	1	2	2	0	0
199	6	3	0	13	1	2	2	0	0
199	7	0	0	13	1	2	2	0	0
199	7	1	0	13	1	2	2	0	0
199	7	2	0	13	1	2	2	0	0
199	7	3	0	13	1	2	2	0	0
199	8	0	0	13	1	2	2	0	0
199	8	1	0	13	1	2	2	0	0
199	8	2	0	13	1	2	2	0	0
199	8	3	0	13	1	2	2	0	0
199	9	0	0	13	1	2	2	0	0
199	9	1	0	13	1	2	2	0	0
199	9	2	0	13	1	2	2	0	0
199	9	3	0	13	1	2	2	0	0
200	0	0	0	13	1	2	2	0	0
200	0	1	0	13	1	2	2	0	0
200	0	2	0	13	1	2	2	0	0
200	0	3	1	1	12	0	2	0	0
200	0	3	0	13	1	2	2	0	0
200	1	0	1	1	12	0	2	0	0
200	1	0	0	13	1	2	2	0	0
200	1	1	1	1	12	0	2	0	0
200	1	1	0	13	1	2	2	0	0
200	1	2	1	1	12	0	2	0	0
200	1	2	0	13	1	2	2	0	0
200	1	3	1	2	11	0	2	0	0
200	1	3	0	13	1	2	2	0	0
200	2	0	1	1	12	0	2	0	0
200	2	0	0	13	1	2	2	0	0
200	2	1	1	1	12	0	2	0	0
200	2	1	0	13	1	2	2	0	0
200	2	2	1	1	12	0	2	0	0
200	2	2	0	13	1	2	2	0	0
200	2	3	1	1	12	0	2	0	0
200	2	3	0	13	1	2	2	0	0
200	3	0	1	1	12	0	2	0	0
200	3	0	0	13	1	2	2	0	0
200	3	1	1	1	12	0	2	0	0
200	3	1	0	13	1	2	2	0	0
200	3	2	1	1	12	0	2	0	0
200	3	2	0	13	1	2	2	0	0
200	3	3	1	1	12	0	2	0	0
200	3	3	0	13	1	2	2	0	0
200	4	0	1	1	12	0	2	0	0
200	4	0	0	13	1	2	2	0	0
200	4	1	1	1	12	0	2	0	0
200	4	1	0	13	1	2	2	0	0
200	4	2	1	1	12	0	2	0	0
200	4	2	0	13	1	2	2	0	0
200	4	3	1	1	12	0	2	0	0
200	4	3	0	13	1	2	2	0	0
200	5	0	1	1	12	0	2	0	0
200	5	0	0	13	1	2	2	0	0
200	5	1	1	1	12	0	2	0	0
200	5	1	0	13	1	2	2	0	0
200	5	2	1	1	12	0	2	0	0
200	5	2	0	13	1	2	2	0	0
200	5	3	1	1	12	0	2	0	0
200	5	3	0	13	1	2	2	0	0
200	6	0	1	1	12	0	2	0	0
200	6	0	0	13	1	2	2	0	0
200	6	1	1	1	12	0	2	0	0
200	6	1	0	13	1	2	2	0	0
200	6	2	1	1	12	0	2	0	0
200	6	2	0	13	1	2	2	0	0
200	6	3	1	1	12	0	2	0	0
200	6	3	0	13	1	2	2	0	0
200	7	0	1	1	12	0	2	0	0
200	7	0	0	13	1	2	2	0	0
200	7	1	1	1	4	0	2	0	0
200	7	1	0	13	1	2	2	0	0
200	7	2	0	13	1	2	2	0	0
200	7	3	0	13	1	2	2	0	0
200	8	0	0	13	1	2	2	0	0
200	8	1	0	13	1	2	2	0	0
200	8	2	0	13	1	2	2	0	0
200	8	3	0	13	1	2	2	0	0
200	9	0	0	13	1	2	2	0	0
200	9	1	0	13	1	2	2	0	0
200	9	2	0	13	1	2	2	0	0
200	9	3	0	13	1	2	2	0	0
201	0	0	0	13	1	2	2	0	0
201	0	1	0	13	1	2	2	0	0
201	0	2	0	13	1	2	2	0	0
201	0	3	0	13	1	2	2	0	0
201	1	0	0	13	1	2	2	0	0
201	1	1	0	13	1	2	2	0	0
201	1	2	0	13	1	2	2	0	0
201	1	3	0	13	1	2	2	0	0
201	2	0	0	13	1	2	2	0	0
201	2	1	0	13	1	2	2	0	0
201	2	2	0	13	1	2	2	0	0
201	2	3	0	13	1	2	2	0	0
201	3	0	0	13	1	2	2	0	0
201	3	1	0	13	1	2	2	0	0
201	3	2	0	13	1	2	2	0	0
201	3	3	0	13	1	2	2	0	0
201	4	0	0	13	1	2	2	0	0
201	4	1	0	13	1	2	2	0	0
201	4	2	0	13	1	2	2	0	0
201	4	3	0	13	1	2	2	0	0
201	5	0	0	13	1	2	2	0	0
201	5	1	0	13	1	2	2	0	0
201	5	2	0	13	1	2	2	0	0
201	5	3	0	13	1	2	2	0	0
201	6	0	0	13	1	2	2	0	0
201	6	1	0	13	1	2	2	0	0
201	6	2	0	13	1	2	2	0	0
201	6	3	0	13	1	2	2	0	0
201	7	0	0	13	1	2	2	0	0
201	7	1	0	13	1	2	2	0	0
201	7	2	0	13	1	2	2	0	0
201	7	3	0	13	1	2	2	0	0
201	8	0	0	13	1	2	2	0	0
201	8	1	0	13	1	2	2	0	0
201	8	2	0	13	1	2	2	0	0
201	8	3	0	13	1	2	2	0	0
201	9	0	0	13	1	2	2	0	0
201	9	1	0	13	1	2	2	0	0
201	9	2	0	13	1	2	2	0	0
201	9	3	0	13	1	2	2	0	0
202	0	0	0	13	1	2	2	0	0
202	0	1	0	13	1	2	2	0	0
202	0	2	0	13	1	2	2	0	0
202	0	3	1	1	12	0	2	0	0
202	0	3	0	13	1	2	2	0	0
202	1	0	1	1	12	0	2	0	0
202	1	0	0	13	1	2	2	0	0
202	1	1	1	1	12	0	2	0	0
202	1	1	0	13	1	2	2	0	0
